date,type,type_short,label,amount,category,sub_category,comments
2021/11/08,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 051121 LA FLUTE DE PAI DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-5,40 €",,,
2021/11/08,PRELEVEMENT,PRLV SEPA,PRLV SEPA BNP PARIBAS ECH/081121 ID EMETTEUR/FR94NOM001228 MDT/NOM3000401573NOM0002560320180130000 REF/09139129ZZ1AQSK7VL70AD5D7 LIB/ASSURANCE NOMADE,"-9,41 €",,,
2021/11/08,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 07/11/21 16H25 157339   BNP PARIBAS               DEUIL LA BARR    0004974XXXXXXXX6437,"-30,00 €",,,
2021/11/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010587 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/11/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010587 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/11/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010587 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/11/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010587 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/11/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010587 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/11/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010587 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/11/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010587 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/11/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010587 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/11/08,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 07/11/21 16H24 157339   BNP PARIBAS               DEUIL LA BARR    0004974XXXXXXXX6437,"-60,00 €",,,
2021/11/08,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 031121 LA REDOUTE FR   ROUBAIX         CARTE   4974XXXXXXXX6437,"-135,75 €",Vêtements,Vêtements,
2021/11/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CRAMIF   PARIS /MOTIF 2130700298542130700298540695441   02 /REF 2130700298540695441   02,"944,79 €",Revenus,Invalidité,
2021/11/09,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 081121 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD     7,20EUR","-7,20 €",Transports,VTC,
2021/11/09,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 081121 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-16,25 €",Alimentation,Indispensable,
2021/11/09,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 08/11/21 18H08 203660   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX6437,"-80,00 €",Santé,Frais Médicaux (DG),
2021/11/10,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 081121 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD     7,27EUR","-7,27 €",Transports,VTC,
2021/11/10,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 081121 UBER            AMSTERDAM       CARTE   4974XXXXXXXX6437,"-10,06 €",Transports,VTC,
2021/11/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/101121 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA139128 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2021/11/10,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 091121 FDJ VERSEMENT   BOULOGNE BIL    CARTE   4974XXXXXXXX6437,"-50,00 €",,,
2021/11/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/101121 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-15060599 LIB/SPA 02249465 10/11/2021,"-50,00 €",Associatif,Dons déductibles,
2021/11/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA VERSPIEREN ECH/101121 ID EMETTEUR/FR20ZZZ144762 MDT/0020957899 REF/0020161559   10/11/2021 0000185 LIB/0020957899,"-52,70 €",Santé,Mutuelle (Cotisation),
2021/11/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 111121 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-2,89 €",Alimentation,Indispensable,
2021/11/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 111121 SC-LES DELICES  DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-6,85 €",Alimentation,Optionnel,
2021/11/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 101121 PHIE CHICHE     DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-14,70 €",Santé,Pharmacie (non-remboursé),
2021/11/12,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 11/11/21 06H37 41197000 CE ILE DE FRANCE          DEUIL LA BARRE   0004974XXXXXXXX6437,"-100,00 €",Consommation,Divers,
2021/11/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 091121 AMAZON EU SARL  PAYLI2090401/   CARTE   4974XXXXXXXX6437,"-109,78 €",Consommation,Non renseigné,
2021/11/15,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 131121 SC-LES DELICES  DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-7,00 €",Alimentation,Optionnel,
2021/11/16,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 15/11/21 09H37 7002GC32 BP RIVES DE PARIS         ENGHIEN LES      0004974XXXXXXXX6437,"-130,00 €",,,
2021/11/17,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 161121 UBER            AMSTERDAM       CARTE   4974XXXXXXXX6437,"-1,00 €",Transports,VTC,
2021/11/17,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 161121 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-36,72 €",Alimentation,Indispensable,
2021/11/17,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 151121 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974XXXXXXXX6437,"-67,95 €",Consommation,Non renseigné,
2021/11/18,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 161121 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD     7,27EUR","-7,27 €",Transports,VTC,
2021/11/18,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 171121 DELIVEROO       09 PARIS 09     CARTE   4974XXXXXXXX6437,"-25,47 €",Loisirs,Alimentation,
2021/11/19,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 181121 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD     1,00EUR","-1,00 €",Transports,VTC,
2021/11/19,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 181121 UBER *TRIP HELP CARTE   4974XXXXXXXX6437                FRA     7,25EUR","-7,25 €",Transports,VTC,
2021/11/19,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 18/11/21 16H59 203660   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX6437,"-80,00 €",Santé,Frais Médicaux (DG),
2021/11/22,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 201121 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-30,00 €",,,
2021/11/22,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 211121 GROUPE GO SPORT SASSENAGE       CARTE   4974XXXXXXXX6437,"-65,99 €",Vêtements,Vêtements,
2021/11/22,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 20/11/21 12H11 00910282 SOCIETE GENERALE          DEUIL-LA-BARRE   0004974XXXXXXXX6437,"-80,00 €",Santé,Frais Médicaux (DG),
2021/11/23,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 22/11/21 12H17 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX6437,"-80,00 €",Santé,Frais Médicaux (DG),
2021/11/24,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 231121 DEEZER          PARIS           CARTE   4974XXXXXXXX6437,"-9,99 €",Abonnements,Abonnement streaming,
2021/11/24,PRELEVEMENT,PRLV SEPA,PRLV SEPA FREE MOBILE ECH/241121 ID EMETTEUR/FR07ZZZ591778 MDT/++FM-18197402-1 REF/FMPMT-1455999405,"-21,99 €",Abonnements,Abonnement Mobile,
2021/11/24,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 241121 UNIQLO          CARTE   4974XXXXXXXX6437                FRA    42,65EUR","-42,65 €",Vêtements,Vêtements,
2021/11/24,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 231121 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-59,91 €",Alimentation,Indispensable,
2021/11/26,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 251121 SC-LES DELICES  DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-5,40 €",Alimentation,Optionnel,
2021/11/26,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE LA FRANCAISE DES JEUX /MOTIF CUSTOMER 12841575 1 /REF 005155985337,"50,00 €",Loisirs,Jeux de hasard,
2021/11/26,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 251121 LABORATOIRE NAT CARTE   4974XXXXXXXX6437                FRA    70,00EUR","-70,00 €",,,
2021/11/26,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 25/11/21 17H04 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX6437,"-80,00 €",Santé,Frais Médicaux (DG),
2021/11/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 281121 NETFLIX COM     PARIS           CARTE   4974XXXXXXXX6437,"-8,99 €",Abonnements,Abonnement streaming,
2021/11/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 251121 STEAM PURCHASE  PARIS 8         CARTE   4974XXXXXXXX6437,"-12,48 €",Loisirs,Jeux vidéos,
2021/11/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 271121 SC.PAYSANT-LEDU ENGHIEN LES B   CARTE   4974XXXXXXXX6437,"-27,95 €",Alimentation,Optionnel,
2021/11/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 261121 ADELINE FLEURS  DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-47,00 €",Consommation,Divers,
2021/11/29,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 27/11/21 09H07 157339   BNP PARIBAS               DEUIL LA BARR    0004974XXXXXXXX6437,"-400,00 €",,,
2021/11/30,COMMISSIONS PERCUES,COMMISSIONS PERCUES,COMMISSIONS PERCUES COTISATION DU   011121 AU 311022                  CARTE NO  0004974018559414541,"-44,50 €",Banque,Cotisation et frais,
2021/11/30,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 29/11/21 12H17 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX6437,"-80,00 €",Santé,Frais Médicaux (DG),
2021/12/01,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 291121 STEAM PURCHASE  PARIS 8         CARTE   4974XXXXXXXX6437,"-31,00 €",Loisirs,Jeux vidéos,
2021/12/01,PRELEVEMENT,PRLV SEPA,PRLV SEPA CARDIF ASSURANCE VIE ECH/011221 ID EMETTEUR/FR28ZZZ110086 MDT/FR28ZZZ1100862020110305121800CDIF REF/S 030566332           1121271379 LIB/S 030566332           1121,"-100,00 €",Épargne,Plan d’épargne retraite,
2021/12/01,VIREMENT,VIREMENT FAVEUR TIERS,VIREMENT FAVEUR TIERS VR.PERMANENT PARTICIPATION MAISON,"-350,00 €",Maison,Contribution maison,
2021/12/01,PRELEVEMENT,PRLV SEPA,PRLV SEPA CARDIF ASSURANCE VIE ECH/011221 ID EMETTEUR/FR28ZZZ110086 MDT/FR28ZZZ1100862021032405235382CDIF REF/S 030104778           1121125363 LIB/S 030104778           1121,"-800,00 €",Épargne,Assurance vie,
2021/12/01,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE MALAKOFF HUMANIS PPREVOYANCE /MOTIF 0002710583     MEDERIC PR011221 /REF GGBJ 0002710,"2 459,61 €",Revenus,Prévoyance,
2021/12/02,COMMISSIONS,COMMISSIONS,COMMISSIONS COTISATION A UNE OFFRE GROUPEE DE SERVICES ESPRIT LIBRE,"-17,24 €",Banque,Cotisation et frais,
2021/12/06,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 051221 SC-LES DELICES  DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-4,60 €",Alimentation,Optionnel,
2021/12/06,PRELEVEMENT,PRLV SEPA,PRLV SEPA CARDIF ASSURANCE VIE ECH/061221 ID EMETTEUR/FR28ZZZ110086 MDT/FR28ZZZ1100862020042305013835CDIF REF/BP035196601         051221365913 LIB/BP035196601         051221,"-9,90 €",Assurance,Banque,
2021/12/06,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 031221 AUCHET THIERRY  DEUIL LA BAR    CARTE   4974XXXXXXXX6437,"-40,00 €",Santé,Frais Médicaux (DA),
2021/12/06,PRELEVEMENT,PRLV SEPA,PRLV SEPA VETASSUR ECH/061221 ID EMETTEUR/FR11ZZZ489371 MDT/00852641.2 REF/33431SANTEVET/18851 LIB/33431-SANTEVET-NELSON,"-66,77 €",Chien,Cotisation Mutuelle,
2021/12/07,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 06/12/21 11H55 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX6437,"-80,00 €",Santé,Frais Médicaux (DG),
2021/12/07,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM DU VAL D OISE /MOTIF 213400003544213400003544 /REF 213400003544,"156,00 €",,,
2021/12/07,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CRAMIF /MOTIF 2133600299102133600299100695441   02 /REF 2133600299100695441   02,"944,79 €",Revenus,Invalidité,
2021/12/08,PRELEVEMENT,PRLV SEPA,PRLV SEPA BNP PARIBAS ECH/081221 ID EMETTEUR/FR94NOM001228 MDT/NOM3000401573NOM0002560320180130000 REF/09139129ZZ1AXPBNONOLJNAL1 LIB/ASSURANCE NOMADE,"-9,41 €",,,
2021/12/08,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 071221 SEVERINE COIFFU DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-19,00 €",Consommation,Divers,
2021/12/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010715 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/12/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010715 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/12/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010715 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/12/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010715 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/12/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM DU VAL D OISE /MOTIF 213410005125213410005125 /REF 213410005125,"216,00 €",,,
2021/12/10,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010723 /MOTIF C0000441836 /REF C0000441836,"15,00 €",Santé,Remboursement mutuelle,
2021/12/10,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010723 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/12/10,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010723 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/12/10,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010723 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/12/10,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010723 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/12/10,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VERSPIEREN 0000010723 /MOTIF C0000441836 /REF C0000441836,"39,00 €",Santé,Remboursement mutuelle,
2021/12/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/101221 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA141160 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2021/12/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/101221 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-15221724 LIB/SPA 02249465 10/12/2021,"-50,00 €",Associatif,Dons déductibles,
2021/12/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA VERSPIEREN ECH/101221 ID EMETTEUR/FR20ZZZ144762 MDT/0020957899 REF/0020161559   10/12/2021 0000184 LIB/0020957899,"-52,70 €",Santé,Mutuelle (Cotisation),
2021/12/10,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 09/12/21 17H04 203660   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX6437,"-80,00 €",Santé,Frais Médicaux (DG),
2021/12/13,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 121221 SC-LES DELICES  DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-7,30 €",Alimentation,Optionnel,
2021/12/13,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 091221 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD    10,05EUR","-10,05 €",Transports,VTC,
2021/12/13,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 091221 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD    10,07EUR","-10,07 €",Transports,VTC,
2021/12/13,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 121221 DELIVEROO       09 PARIS 09     CARTE   4974XXXXXXXX6437,"-24,60 €",Loisirs,Alimentation,
2021/12/13,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 101221 DECATHLON FRANC CARTE   4974XXXXXXXX6437                FRA   152,00EUR","-152,00 €",Vêtements,Vêtements,
2021/12/13,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 101221 LC*AGENDADIAGNO VENELLES        CARTE   4974XXXXXXXX6437,"-248,00 €",,,
2021/12/13,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 101221 CLINIQUE VETERI SOISY           CARTE   4974XXXXXXXX6437,"-313,30 €",Chien,Frais de santé,
2021/12/14,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 131221 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-15,00 €",,,
2021/12/14,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 131221 PHIE DU MARCHE  DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-24,11 €",Santé,Pharmacie (non-remboursé),
2021/12/14,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 131221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-64,29 €",Alimentation,Indispensable,
2021/12/15,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 141221 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD     7,27EUR","-7,27 €",Transports,VTC,
2021/12/15,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 131221 AMAZON EU SARL  PAYLI2090401/   CARTE   4974XXXXXXXX6437,"-42,45 €",Consommation,Non renseigné,
2021/12/15,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 14/12/21 20H32 203660   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX6437,"-80,00 €",Santé,Frais Médicaux (DG),
2021/12/15,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE MADAME PAWLIK WANDA /MOTIF REMB /REF,"1 698,62 €",Consommation,Divers,Remboursement changement Parquet
2021/12/16,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 151221 SC-LES DELICES  DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-6,40 €",Alimentation,Optionnel,
2021/12/16,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 141221 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD     7,25EUR","-7,25 €",Transports,VTC,
2021/12/17,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 161221 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD     1,00EUR","-1,00 €",Transports,VTC,
2021/12/17,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 161221 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD    11,45EUR","-11,45 €",Transports,VTC,
2021/12/17,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 16/12/21 16H58 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX6437,"-80,00 €",Santé,Frais Médicaux (DG),
2021/12/20,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 171221 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD     7,20EUR","-7,20 €",Transports,VTC,
2021/12/20,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 171221 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD     7,20EUR","-7,20 €",Transports,VTC,
2021/12/20,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 161221 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD    10,47EUR","-10,47 €",Transports,VTC,
2021/12/20,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 171221 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD    14,79EUR","-14,79 €",Transports,VTC,
2021/12/20,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 191221 DELIVEROO       09 PARIS 09     CARTE   4974XXXXXXXX6437,"-29,47 €",Loisirs,Alimentation,
2021/12/20,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 171221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-77,71 €",Alimentation,Indispensable,
2021/12/20,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 171221 TAPIS ST MACLOU WATTRELOS       CARTE   4974XXXXXXXX6437,"-828,66 €",Consommation,Divers,Changement parquet 3
2021/12/20,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CARDIF ASSURANCE VIE /MOTIF I 007135859852197671 /REF I 00713585917122100000000000000624,"1 609,84 €",Épargne,Rachat,
2021/12/21,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 20/12/21 09H59 00910282 SOCIETE GENERALE          DEUIL-LA-BARRE   0004974XXXXXXXX6437,"-40,00 €",Consommation,Divers,
2021/12/21,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 201221 ZOOPLUS AG      CARTE   4974XXXXXXXX6437                DEU    43,84EUR","-43,84 €",Chien,Divers,
2021/12/22,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 211221 LA FLUTE DE PAI DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-4,90 €",Alimentation,Optionnel,
2021/12/22,PRELEVEMENT,PRLV SEPA,PRLV SEPA FREE MOBILE ECH/221221 ID EMETTEUR/FR07ZZZ591778 MDT/++FM-18197402-1 REF/FMPMT-1470620074,"-20,27 €",Abonnements,Abonnement Mobile,
2021/12/22,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 211221 DELIVEROO       09 PARIS 09     CARTE   4974XXXXXXXX6437,"-23,16 €",Loisirs,Alimentation,
2021/12/22,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 21/12/21 08H54 41197000 CE ILE DE FRANCE          DEUIL LA BARRE   0004974XXXXXXXX6437,"-380,00 €",Consommation,Non renseigné,
2021/12/23,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 221221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-29,45 €",Alimentation,Indispensable,
2021/12/24,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 231221 DEEZER          PARIS           CARTE   4974XXXXXXXX6437,"-9,99 €",Abonnements,Abonnement streaming,
2021/12/27,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 251221 SC-LES DELICES  DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-5,90 €",Alimentation,Optionnel,
2021/12/27,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 261221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-11,88 €",Alimentation,Indispensable,
2021/12/28,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 261221 STEAM PURCHASE  PARIS 8         CARTE   4974XXXXXXXX6437,"-12,49 €",Loisirs,Jeux vidéos,
2021/12/28,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 271221 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-31,40 €",,,
2021/12/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 281221 NETFLIX COM     PARIS           CARTE   4974XXXXXXXX6437,"-8,99 €",Abonnements,Abonnement streaming,
2021/12/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 281221 PHARMACIE DE PA ENGHIEN LES     CARTE   4974XXXXXXXX6437,"-19,80 €",Santé,Pharmacie (non-remboursé),
2021/12/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 281221 COTE SUSHI      ENGHIEN LES B   CARTE   4974XXXXXXXX6437,"-34,20 €",Alimentation,Optionnel,
2021/12/29,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 281221 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD    38,77EUR","-38,77 €",Transports,VTC,
2021/12/29,VIREMENT,VIR CPTE A CPTE RECU,VIR CPTE A CPTE RECU                                                                                                                                                                                                                                                 ,"9 600,00 €",Épargne,Rachat,
2021/12/29,OPERATIONS DIVERSES,OPERATIONS DIVERSES,OPERATIONS DIVERSES PRELEVEMENTS SOCIAUX LIES AU GAIN REALISE SUR PEA 01573/18969643038/89 SUITE RETRAIT PARTIEL DU 29/12/2021 DE 9600 EUR,"-281,28 €",,,
2021/12/30,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 281221 UBER   *TRIP    CARTE   4974XXXXXXXX6437                NLD    41,38EUR","-41,38 €",Transports,VTC,
